tp2_accountid,importsequencenumber,tp2_name,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,owningbusinessunit
d9073fae-9bf9-ed11-8848-000d3ab01236,,oheersemap2@csmonitor.com,Active,Active,,,3512568,d26ed50b-531b-ed11-b83b-000d3add5f74
d7073fae-9bf9-ed11-8848-000d3ab01236,,mmathyp1@auda.org.au,Active,Active,,,3512567,d26ed50b-531b-ed11-b83b-000d3add5f74
d5073fae-9bf9-ed11-8848-000d3ab01236,,gbattyeoy@mit.edu,Active,Active,,,3512566,d26ed50b-531b-ed11-b83b-000d3add5f74
d4073fae-9bf9-ed11-8848-000d3ab01236,,gbiskupekow@tinyurl.com,Active,Active,,,3512565,d26ed50b-531b-ed11-b83b-000d3add5f74
d3073fae-9bf9-ed11-8848-000d3ab01236,,berrettov@thetimes.co.uk,Active,Active,,,3512564,d26ed50b-531b-ed11-b83b-000d3add5f74
d2073fae-9bf9-ed11-8848-000d3ab01236,,ditzcakox@ihg.com,Active,Active,,,3512563,d26ed50b-531b-ed11-b83b-000d3add5f74
d1073fae-9bf9-ed11-8848-000d3ab01236,,gclagueou@miitbeian.gov.cn,Active,Active,,,3512562,d26ed50b-531b-ed11-b83b-000d3add5f74
cf073fae-9bf9-ed11-8848-000d3ab01236,,dcabedoor@eventbrite.com,Active,Active,,,3512561,d26ed50b-531b-ed11-b83b-000d3add5f74
ce073fae-9bf9-ed11-8848-000d3ab01236,,fhargroveos@marriott.com,Active,Active,,,3512560,d26ed50b-531b-ed11-b83b-000d3add5f74
d0073fae-9bf9-ed11-8848-000d3ab01236,,yspinielloot@pbs.org,Active,Active,,,3512559,d26ed50b-531b-ed11-b83b-000d3add5f74
cc073fae-9bf9-ed11-8848-000d3ab01236,,adomeniconeoq@360.cn,Active,Active,,,3512558,d26ed50b-531b-ed11-b83b-000d3add5f74
ca073fae-9bf9-ed11-8848-000d3ab01236,,vandreasoo@yahoo.com,Active,Active,,,3512557,d26ed50b-531b-ed11-b83b-000d3add5f74
cd073fae-9bf9-ed11-8848-000d3ab01236,,hcroptonon@harvard.edu,Active,Active,,,3512556,d26ed50b-531b-ed11-b83b-000d3add5f74
cb073fae-9bf9-ed11-8848-000d3ab01236,,chabletop@jimdo.com,Active,Active,,,3512555,d26ed50b-531b-ed11-b83b-000d3add5f74
c7073fae-9bf9-ed11-8848-000d3ab01236,,wstammeroj@webmd.com,Active,Active,,,3512554,d26ed50b-531b-ed11-b83b-000d3add5f74
c9073fae-9bf9-ed11-8848-000d3ab01236,,vklamptol@oracle.com,Active,Active,,,3512553,d26ed50b-531b-ed11-b83b-000d3add5f74
c6073fae-9bf9-ed11-8848-000d3ab01236,,cmaudlinom@boston.com,Active,Active,,,3512552,d26ed50b-531b-ed11-b83b-000d3add5f74
c8073fae-9bf9-ed11-8848-000d3ab01236,,dbladesok@is.gd,Active,Active,,,3512551,d26ed50b-531b-ed11-b83b-000d3add5f74
c2073fae-9bf9-ed11-8848-000d3ab01236,,twiskerog@ebay.co.uk,Active,Active,,,3512550,d26ed50b-531b-ed11-b83b-000d3add5f74
c5073fae-9bf9-ed11-8848-000d3ab01236,,dknyvettoh@list-manage.com,Active,Active,,,3512549,d26ed50b-531b-ed11-b83b-000d3add5f74
c3073fae-9bf9-ed11-8848-000d3ab01236,,blynnettof@nydailynews.com,Active,Active,,,3512548,d26ed50b-531b-ed11-b83b-000d3add5f74
c4073fae-9bf9-ed11-8848-000d3ab01236,,iplyoi@topsy.com,Active,Active,,,3512547,d26ed50b-531b-ed11-b83b-000d3add5f74
c1073fae-9bf9-ed11-8848-000d3ab01236,,kkalischoe@webs.com,Active,Active,,,3512546,d26ed50b-531b-ed11-b83b-000d3add5f74
c0073fae-9bf9-ed11-8848-000d3ab01236,,nwainwrightod@mysql.com,Active,Active,,,3512545,d26ed50b-531b-ed11-b83b-000d3add5f74
bf073fae-9bf9-ed11-8848-000d3ab01236,,dlundoc@liveinternet.ru,Active,Active,,,3512544,d26ed50b-531b-ed11-b83b-000d3add5f74
be073fae-9bf9-ed11-8848-000d3ab01236,,lgrogonaob@independent.co.uk,Active,Active,,,3512543,d26ed50b-531b-ed11-b83b-000d3add5f74
ba073fae-9bf9-ed11-8848-000d3ab01236,,ogiddeno7@thetimes.co.uk,Active,Active,,,3512542,d26ed50b-531b-ed11-b83b-000d3add5f74
bd073fae-9bf9-ed11-8848-000d3ab01236,,jvouleso9@nifty.com,Active,Active,,,3512541,d26ed50b-531b-ed11-b83b-000d3add5f74
bb073fae-9bf9-ed11-8848-000d3ab01236,,eburnsydeo8@soup.io,Active,Active,,,3512540,d26ed50b-531b-ed11-b83b-000d3add5f74
bc073fae-9bf9-ed11-8848-000d3ab01236,,mvorleyoa@surveymonkey.com,Active,Active,,,3512539,d26ed50b-531b-ed11-b83b-000d3add5f74
b7073fae-9bf9-ed11-8848-000d3ab01236,,mseekso4@engadget.com,Active,Active,,,3512538,d26ed50b-531b-ed11-b83b-000d3add5f74
b9073fae-9bf9-ed11-8848-000d3ab01236,,rwhimpo6@nps.gov,Active,Active,,,3512537,d26ed50b-531b-ed11-b83b-000d3add5f74
b8073fae-9bf9-ed11-8848-000d3ab01236,,swrintmoreo5@chron.com,Active,Active,,,3512536,d26ed50b-531b-ed11-b83b-000d3add5f74
b6073fae-9bf9-ed11-8848-000d3ab01236,,tszwarco3@livejournal.com,Active,Active,,,3512535,d26ed50b-531b-ed11-b83b-000d3add5f74
b5073fae-9bf9-ed11-8848-000d3ab01236,,abirchenoughnx@yandex.ru,Active,Active,,,3512534,d26ed50b-531b-ed11-b83b-000d3add5f74
b3073fae-9bf9-ed11-8848-000d3ab01236,,csatterleyo2@jugem.jp,Active,Active,,,3512533,d26ed50b-531b-ed11-b83b-000d3add5f74
b4073fae-9bf9-ed11-8848-000d3ab01236,,nlunnyo1@uol.com.br,Active,Active,,,3512532,d26ed50b-531b-ed11-b83b-000d3add5f74
b2073fae-9bf9-ed11-8848-000d3ab01236,,sgerdeso0@bing.com,Active,Active,,,3512531,d26ed50b-531b-ed11-b83b-000d3add5f74
b1073fae-9bf9-ed11-8848-000d3ab01236,,kmoonnz@symantec.com,Active,Active,,,3512530,d26ed50b-531b-ed11-b83b-000d3add5f74
af073fae-9bf9-ed11-8848-000d3ab01236,,hmallochnw@umn.edu,Active,Active,,,3512529,d26ed50b-531b-ed11-b83b-000d3add5f74
b0073fae-9bf9-ed11-8848-000d3ab01236,,glambillionny@virginia.edu,Active,Active,,,3512528,d26ed50b-531b-ed11-b83b-000d3add5f74
ac073fae-9bf9-ed11-8848-000d3ab01236,,emckendont@123-reg.co.uk,Active,Active,,,3512527,d26ed50b-531b-ed11-b83b-000d3add5f74
ae073fae-9bf9-ed11-8848-000d3ab01236,,gdebullionnv@scribd.com,Active,Active,,,3512526,d26ed50b-531b-ed11-b83b-000d3add5f74
ad073fae-9bf9-ed11-8848-000d3ab01236,,kwalklingnu@hugedomains.com,Active,Active,,,3512525,d26ed50b-531b-ed11-b83b-000d3add5f74
aa073fae-9bf9-ed11-8848-000d3ab01236,,lroblettnr@alexa.com,Active,Active,,,3512524,d26ed50b-531b-ed11-b83b-000d3add5f74
ab073fae-9bf9-ed11-8848-000d3ab01236,,pbanens@reverbnation.com,Active,Active,,,3512523,d26ed50b-531b-ed11-b83b-000d3add5f74
a8073fae-9bf9-ed11-8848-000d3ab01236,,mcollingenp@tmall.com,Active,Active,,,3512522,d26ed50b-531b-ed11-b83b-000d3add5f74
a9073fae-9bf9-ed11-8848-000d3ab01236,,ewebermannnq@jimdo.com,Active,Active,,,3512521,d26ed50b-531b-ed11-b83b-000d3add5f74
a6073fae-9bf9-ed11-8848-000d3ab01236,,dmonteithnn@merriam-webster.com,Active,Active,,,3512520,d26ed50b-531b-ed11-b83b-000d3add5f74
a4073fae-9bf9-ed11-8848-000d3ab01236,,fpracynl@moonfruit.com,Active,Active,,,3512519,d26ed50b-531b-ed11-b83b-000d3add5f74
a7073fae-9bf9-ed11-8848-000d3ab01236,,atuckwellno@admin.ch,Active,Active,,,3512518,d26ed50b-531b-ed11-b83b-000d3add5f74
a5073fae-9bf9-ed11-8848-000d3ab01236,,llecountnm@berkeley.edu,Active,Active,,,3512517,d26ed50b-531b-ed11-b83b-000d3add5f74
a3073fae-9bf9-ed11-8848-000d3ab01236,,dfeehamnk@cyberchimps.com,Active,Active,,,3512516,d26ed50b-531b-ed11-b83b-000d3add5f74
a2073fae-9bf9-ed11-8848-000d3ab01236,,rviscovinj@a8.net,Active,Active,,,3512515,d26ed50b-531b-ed11-b83b-000d3add5f74
a1073fae-9bf9-ed11-8848-000d3ab01236,,mpollieni@issuu.com,Active,Active,,,3512514,d26ed50b-531b-ed11-b83b-000d3add5f74
9f073fae-9bf9-ed11-8848-000d3ab01236,,zfeaveryearng@netlog.com,Active,Active,,,3512513,d26ed50b-531b-ed11-b83b-000d3add5f74
a0073fae-9bf9-ed11-8848-000d3ab01236,,bpendleburynh@cyberchimps.com,Active,Active,,,3512512,d26ed50b-531b-ed11-b83b-000d3add5f74
9e073fae-9bf9-ed11-8848-000d3ab01236,,meichmannnf@friendfeed.com,Active,Active,,,3512511,d26ed50b-531b-ed11-b83b-000d3add5f74
9d073fae-9bf9-ed11-8848-000d3ab01236,,macremanne@wikia.com,Active,Active,,,3512510,d26ed50b-531b-ed11-b83b-000d3add5f74
99073fae-9bf9-ed11-8848-000d3ab01236,,lcarmanna@tripod.com,Active,Active,,,3512509,d26ed50b-531b-ed11-b83b-000d3add5f74
9c073fae-9bf9-ed11-8848-000d3ab01236,,ashirleynd@nasa.gov,Active,Active,,,3512508,d26ed50b-531b-ed11-b83b-000d3add5f74
9b073fae-9bf9-ed11-8848-000d3ab01236,,kcardonc@soundcloud.com,Active,Active,,,3512507,d26ed50b-531b-ed11-b83b-000d3add5f74
95073fae-9bf9-ed11-8848-000d3ab01236,,mdegregolin6@pen.io,Active,Active,,,3512506,d26ed50b-531b-ed11-b83b-000d3add5f74
9a073fae-9bf9-ed11-8848-000d3ab01236,,jjadosnb@craigslist.org,Active,Active,,,3512505,d26ed50b-531b-ed11-b83b-000d3add5f74
98073fae-9bf9-ed11-8848-000d3ab01236,,bchiesen9@bigcartel.com,Active,Active,,,3512504,d26ed50b-531b-ed11-b83b-000d3add5f74
97073fae-9bf9-ed11-8848-000d3ab01236,,kmulreann8@nsw.gov.au,Active,Active,,,3512503,d26ed50b-531b-ed11-b83b-000d3add5f74
96073fae-9bf9-ed11-8848-000d3ab01236,,erignoldesn7@dyndns.org,Active,Active,,,3512502,d26ed50b-531b-ed11-b83b-000d3add5f74
94073fae-9bf9-ed11-8848-000d3ab01236,,sswaffern5@weather.com,Active,Active,,,3512501,d26ed50b-531b-ed11-b83b-000d3add5f74
93073fae-9bf9-ed11-8848-000d3ab01236,,nleverittn4@addthis.com,Active,Active,,,3512500,d26ed50b-531b-ed11-b83b-000d3add5f74
92073fae-9bf9-ed11-8848-000d3ab01236,,fwanklinn2@sciencedaily.com,Active,Active,,,3512499,d26ed50b-531b-ed11-b83b-000d3add5f74
91073fae-9bf9-ed11-8848-000d3ab01236,,ncrowdenn3@furl.net,Active,Active,,,3512498,d26ed50b-531b-ed11-b83b-000d3add5f74
90073fae-9bf9-ed11-8848-000d3ab01236,,ahirschn0@dyndns.org,Active,Active,,,3512497,d26ed50b-531b-ed11-b83b-000d3add5f74
8f073fae-9bf9-ed11-8848-000d3ab01236,,emarzelen1@prnewswire.com,Active,Active,,,3512496,d26ed50b-531b-ed11-b83b-000d3add5f74
8e073fae-9bf9-ed11-8848-000d3ab01236,,foshielsmy@cnet.com,Active,Active,,,3512495,d26ed50b-531b-ed11-b83b-000d3add5f74
8d073fae-9bf9-ed11-8848-000d3ab01236,,kyellowleemz@com.com,Active,Active,,,3512494,d26ed50b-531b-ed11-b83b-000d3add5f74
8c073fae-9bf9-ed11-8848-000d3ab01236,,shewinsmx@elpais.com,Active,Active,,,3512493,d26ed50b-531b-ed11-b83b-000d3add5f74
